timestamp,equipment_id,vibration_mms,temperature_c,pressure_psi,fail_warning
2026-04-19 00:00:00,COMP_OFFSHORE_01,2.34,64.18,117.82,0
2026-04-19 01:00:00,COMP_OFFSHORE_01,2.53,66.46,120.44,0
2026-04-19 02:00:00,COMP_OFFSHORE_01,2.15,65.77,115.4,0
2026-04-19 03:00:00,COMP_OFFSHORE_01,2.61,69.1,121.5,0
2026-04-19 04:00:00,COMP_OFFSHORE_01,2.32,68.43,117.6,0
2026-04-19 05:00:00,COMP_OFFSHORE_01,2.41,69.39,118.83,0
2026-04-19 06:00:00,COMP_OFFSHORE_01,2.32,69.1,117.59,0
2026-04-19 07:00:00,COMP_OFFSHORE_01,3.06,72.61,127.41,0
2026-04-19 08:00:00,COMP_OFFSHORE_01,2.5,69.31,119.95,0
2026-04-19 09:00:00,COMP_OFFSHORE_01,2.18,66.95,115.77,0
2026-04-19 10:00:00,COMP_OFFSHORE_01,2.75,68.73,123.29,0
2026-04-19 11:00:00,COMP_OFFSHORE_01,2.13,64.46,115.12,0
2026-04-19 12:00:00,COMP_OFFSHORE_01,2.56,65.31,120.84,0
2026-04-19 13:00:00,COMP_OFFSHORE_01,1.91,60.77,112.16,0
2026-04-19 14:00:00,COMP_OFFSHORE_01,2.1,60.51,114.69,0
2026-04-19 15:00:00,COMP_OFFSHORE_01,2.56,61.76,120.79,0
2026-04-19 16:00:00,COMP_OFFSHORE_01,2.72,61.78,122.95,0
2026-04-19 17:00:00,COMP_OFFSHORE_01,2.55,60.43,120.69,0
2026-04-19 18:00:00,COMP_OFFSHORE_01,2.47,59.83,119.54,0
2026-04-19 19:00:00,COMP_OFFSHORE_01,2.41,59.72,118.8,0
2026-04-19 20:00:00,COMP_OFFSHORE_01,2.06,58.45,114.09,0
2026-04-19 21:00:00,COMP_OFFSHORE_01,2.28,60.38,117.12,0
2026-04-19 22:00:00,COMP_OFFSHORE_01,2.36,61.81,118.16,0
2026-04-19 23:00:00,COMP_OFFSHORE_01,2.82,65.29,124.23,0
2026-04-20 00:00:00,COMP_OFFSHORE_01,2.6,65.52,121.37,0
2026-04-20 01:00:00,COMP_OFFSHORE_01,1.97,63.65,112.95,0
2026-04-20 02:00:00,COMP_OFFSHORE_01,2.6,67.99,121.3,0
2026-04-20 03:00:00,COMP_OFFSHORE_01,2.38,67.96,118.46,0
2026-04-20 04:00:00,COMP_OFFSHORE_01,2.3,68.31,117.29,0
2026-04-20 05:00:00,COMP_OFFSHORE_01,2.68,70.75,122.45,0
2026-04-20 06:00:00,COMP_OFFSHORE_01,2.81,71.55,124.12,0
2026-04-20 07:00:00,COMP_OFFSHORE_01,2.78,71.23,123.73,0
2026-04-20 08:00:00,COMP_OFFSHORE_01,2.25,68.07,116.64,0
2026-04-20 09:00:00,COMP_OFFSHORE_01,2.41,68.07,118.76,0
2026-04-20 10:00:00,COMP_OFFSHORE_01,2.6,68.0,121.33,0
2026-04-20 11:00:00,COMP_OFFSHORE_01,2.79,67.76,123.9,0
2026-04-20 12:00:00,COMP_OFFSHORE_01,2.36,64.28,118.08,0
2026-04-20 13:00:00,COMP_OFFSHORE_01,2.44,63.43,119.26,0
2026-04-20 14:00:00,COMP_OFFSHORE_01,2.17,60.84,115.57,0
2026-04-20 15:00:00,COMP_OFFSHORE_01,2.14,59.67,115.22,0
2026-04-20 16:00:00,COMP_OFFSHORE_01,2.74,61.89,123.25,0
2026-04-20 17:00:00,COMP_OFFSHORE_01,2.91,62.2,125.42,0
2026-04-20 18:00:00,COMP_OFFSHORE_01,2.48,59.89,119.71,0
2026-04-20 19:00:00,COMP_OFFSHORE_01,2.8,61.68,124.01,0
2026-04-20 20:00:00,COMP_OFFSHORE_01,2.61,61.21,121.45,0
2026-04-20 21:00:00,COMP_OFFSHORE_01,2.31,60.5,117.42,0
2026-04-20 22:00:00,COMP_OFFSHORE_01,2.61,63.04,121.45,0
2026-04-20 23:00:00,COMP_OFFSHORE_01,2.96,66.01,126.15,0
2026-04-21 00:00:00,COMP_OFFSHORE_01,2.49,64.95,119.86,0
2026-04-21 01:00:00,COMP_OFFSHORE_01,2.97,68.64,126.26,0
2026-04-21 02:00:00,COMP_OFFSHORE_01,1.71,63.57,109.52,0
2026-04-21 03:00:00,COMP_OFFSHORE_01,2.75,69.77,123.29,0
2026-04-21 04:00:00,COMP_OFFSHORE_01,2.53,69.46,120.35,0
2026-04-21 05:00:00,COMP_OFFSHORE_01,2.41,69.38,118.8,0
2026-04-21 06:00:00,COMP_OFFSHORE_01,2.53,70.14,120.37,0
2026-04-21 07:00:00,COMP_OFFSHORE_01,1.9,66.85,112.05,0
2026-04-21 08:00:00,COMP_OFFSHORE_01,2.43,69.0,119.12,0
2026-04-21 09:00:00,COMP_OFFSHORE_01,2.61,69.07,121.43,0
2026-04-21 10:00:00,COMP_OFFSHORE_01,2.94,69.72,125.91,0
2026-04-21 11:00:00,COMP_OFFSHORE_01,2.34,65.52,117.93,0
2026-04-21 12:00:00,COMP_OFFSHORE_01,2.26,63.79,116.77,0
2026-04-21 13:00:00,COMP_OFFSHORE_01,2.35,62.95,117.99,0
2026-04-21 14:00:00,COMP_OFFSHORE_01,2.77,63.87,123.66,0
2026-04-21 15:00:00,COMP_OFFSHORE_01,2.6,61.96,121.32,0
2026-04-21 16:00:00,COMP_OFFSHORE_01,2.34,59.88,117.88,0
2026-04-21 17:00:00,COMP_OFFSHORE_01,2.65,60.94,122.05,0
2026-04-21 18:00:00,COMP_OFFSHORE_01,2.53,60.15,120.39,0
2026-04-21 19:00:00,COMP_OFFSHORE_01,2.79,61.62,123.87,0
2026-04-21 20:00:00,COMP_OFFSHORE_01,2.29,59.62,117.19,0
2026-04-21 21:00:00,COMP_OFFSHORE_01,2.4,60.97,118.69,0
2026-04-21 22:00:00,COMP_OFFSHORE_01,2.38,61.91,118.43,0
2026-04-21 23:00:00,COMP_OFFSHORE_01,2.06,61.51,114.15,0
2026-04-22 00:00:00,COMP_OFFSHORE_01,2.59,65.44,121.18,0
2026-04-22 01:00:00,COMP_OFFSHORE_01,2.58,66.69,121.04,0
2026-04-22 02:00:00,COMP_OFFSHORE_01,2.5,67.51,120.02,0
2026-04-22 03:00:00,COMP_OFFSHORE_01,2.43,68.18,119.06,0
2026-04-22 04:00:00,COMP_OFFSHORE_01,2.08,67.21,114.34,0
2026-04-22 05:00:00,COMP_OFFSHORE_01,2.37,69.2,118.32,0
2026-04-22 06:00:00,COMP_OFFSHORE_01,2.4,69.49,118.63,0
2026-04-22 07:00:00,COMP_OFFSHORE_01,2.26,68.63,116.79,0
2026-04-22 08:00:00,COMP_OFFSHORE_01,2.45,69.09,119.35,0
2026-04-22 09:00:00,COMP_OFFSHORE_01,2.62,69.14,121.62,0
2026-04-22 10:00:00,COMP_OFFSHORE_01,3.07,70.33,127.54,0
2026-04-22 11:00:00,COMP_OFFSHORE_01,2.55,66.56,120.7,0
2026-04-22 12:00:00,COMP_OFFSHORE_01,2.58,65.39,121.03,0
2026-04-22 13:00:00,COMP_OFFSHORE_01,2.48,63.59,119.7,0
2026-04-22 14:00:00,COMP_OFFSHORE_01,1.92,59.62,112.32,0
2026-04-22 15:00:00,COMP_OFFSHORE_01,2.49,61.42,119.89,0
2026-04-22 16:00:00,COMP_OFFSHORE_01,2.52,60.76,120.24,0
2026-04-22 17:00:00,COMP_OFFSHORE_01,3.24,63.87,129.85,0
2026-04-22 18:00:00,COMP_OFFSHORE_01,2.44,59.71,119.23,0
2026-04-22 19:00:00,COMP_OFFSHORE_01,2.59,60.62,121.21,0
2026-04-22 20:00:00,COMP_OFFSHORE_01,2.49,60.62,119.86,0
2026-04-22 21:00:00,COMP_OFFSHORE_01,2.15,59.71,115.33,0
2026-04-22 22:00:00,COMP_OFFSHORE_01,2.84,64.21,124.57,0
2026-04-22 23:00:00,COMP_OFFSHORE_01,2.73,64.83,123.01,0
2026-04-23 00:00:00,COMP_OFFSHORE_01,2.74,66.19,123.16,0
2026-04-23 01:00:00,COMP_OFFSHORE_01,2.23,64.93,116.36,0
2026-04-23 02:00:00,COMP_OFFSHORE_01,2.92,69.6,125.61,0
2026-04-23 03:00:00,COMP_OFFSHORE_01,2.08,66.43,114.39,0
2026-04-23 04:00:00,COMP_OFFSHORE_01,2.68,70.21,122.35,0
2026-04-23 05:00:00,COMP_OFFSHORE_01,3.16,73.12,128.76,0
2026-04-23 06:00:00,COMP_OFFSHORE_01,2.2,68.51,116.04,0
2026-04-23 07:00:00,COMP_OFFSHORE_01,2.33,68.98,117.73,0
2026-04-23 08:00:00,COMP_OFFSHORE_01,2.53,69.48,120.4,0
2026-04-23 09:00:00,COMP_OFFSHORE_01,2.35,67.78,117.99,0
2026-04-23 10:00:00,COMP_OFFSHORE_01,2.03,65.17,113.8,0
2026-04-23 11:00:00,COMP_OFFSHORE_01,2.52,66.4,120.27,0
2026-04-23 12:00:00,COMP_OFFSHORE_01,2.18,63.41,115.75,0
2026-04-23 13:00:00,COMP_OFFSHORE_01,2.64,64.42,121.89,0
2026-04-23 14:00:00,COMP_OFFSHORE_01,2.22,61.12,116.32,0
2026-04-23 15:00:00,COMP_OFFSHORE_01,2.96,63.79,126.2,0
2026-04-23 16:00:00,COMP_OFFSHORE_01,2.27,59.49,116.87,0
2026-04-23 17:00:00,COMP_OFFSHORE_01,2.4,59.69,118.71,0
2026-04-23 18:00:00,COMP_OFFSHORE_01,2.74,61.22,123.25,0
2026-04-23 19:00:00,COMP_OFFSHORE_01,2.13,58.32,115.08,0
2026-04-23 20:00:00,COMP_OFFSHORE_01,2.57,61.01,120.91,0
2026-04-23 21:00:00,COMP_OFFSHORE_01,2.89,63.43,125.23,0
2026-04-23 22:00:00,COMP_OFFSHORE_01,2.02,60.09,113.57,0
2026-04-23 23:00:00,COMP_OFFSHORE_01,2.56,63.98,120.74,0
2026-04-24 00:00:00,COMP_OFFSHORE_01,2.58,65.39,121.04,0
2026-04-24 01:00:00,COMP_OFFSHORE_01,2.73,67.47,123.13,0
2026-04-24 02:00:00,COMP_OFFSHORE_01,2.13,65.64,115.05,0
2026-04-24 03:00:00,COMP_OFFSHORE_01,2.1,66.55,114.72,0
2026-04-24 04:00:00,COMP_OFFSHORE_01,2.66,70.11,122.09,0
2026-04-24 05:00:00,COMP_OFFSHORE_01,2.59,70.28,121.19,0
2026-04-24 06:00:00,COMP_OFFSHORE_01,2.58,70.38,121.0,0
2026-04-24 07:00:00,COMP_OFFSHORE_01,2.6,70.35,121.39,0
2026-04-24 08:00:00,COMP_OFFSHORE_01,2.3,68.31,117.28,0
2026-04-24 09:00:00,COMP_OFFSHORE_01,2.57,68.88,120.93,0
2026-04-24 10:00:00,COMP_OFFSHORE_01,2.59,67.94,121.17,0
2026-04-24 11:00:00,COMP_OFFSHORE_01,2.29,65.22,117.14,0
2026-04-24 12:00:00,COMP_OFFSHORE_01,3.06,67.8,127.46,0
2026-04-24 13:00:00,COMP_OFFSHORE_01,2.64,64.42,121.9,0
2026-04-24 14:00:00,COMP_OFFSHORE_01,2.14,60.71,115.23,0
2026-04-24 15:00:00,COMP_OFFSHORE_01,2.7,62.45,122.63,0
2026-04-24 16:00:00,COMP_OFFSHORE_01,2.21,59.21,116.1,0
2026-04-24 17:00:00,COMP_OFFSHORE_01,2.74,61.35,123.15,0
2026-04-24 18:00:00,COMP_OFFSHORE_01,2.85,61.74,124.63,0
2026-04-24 19:00:00,COMP_OFFSHORE_01,2.25,58.94,116.72,0
2026-04-24 20:00:00,COMP_OFFSHORE_01,2.79,62.11,123.85,0
2026-04-24 21:00:00,COMP_OFFSHORE_01,2.62,62.08,121.65,0
2026-04-24 22:00:00,COMP_OFFSHORE_01,2.75,63.73,123.29,0
2026-04-24 23:00:00,COMP_OFFSHORE_01,3.07,66.55,127.59,0
2026-04-25 00:00:00,COMP_OFFSHORE_01,2.43,64.63,119.02,0
2026-04-25 01:00:00,COMP_OFFSHORE_01,2.27,65.16,116.99,0
2026-04-25 02:00:00,COMP_OFFSHORE_01,2.23,66.17,116.44,0
2026-04-25 03:00:00,COMP_OFFSHORE_01,2.26,67.31,116.74,0
2026-04-25 04:00:00,COMP_OFFSHORE_01,2.48,69.21,119.69,0
2026-04-25 05:00:00,COMP_OFFSHORE_01,2.6,70.34,121.36,0
2026-04-25 06:00:00,COMP_OFFSHORE_01,2.58,70.42,121.11,0
2026-04-25 07:00:00,COMP_OFFSHORE_01,2.75,71.07,123.31,0
2026-04-25 08:00:00,COMP_OFFSHORE_01,2.5,69.35,120.05,0
2026-04-25 09:00:00,COMP_OFFSHORE_01,2.94,70.72,125.81,0
2026-04-25 10:00:00,COMP_OFFSHORE_01,2.42,67.1,118.94,0
2026-04-25 11:00:00,COMP_OFFSHORE_01,3.32,70.37,130.88,0
2026-04-25 12:00:00,COMP_OFFSHORE_01,2.69,65.94,122.5,0
2026-04-25 13:00:00,COMP_OFFSHORE_01,2.24,62.42,116.57,0
2026-04-25 14:00:00,COMP_OFFSHORE_01,2.18,60.89,115.72,0
2026-04-25 15:00:00,COMP_OFFSHORE_01,2.64,62.19,121.93,0
2026-04-25 16:00:00,COMP_OFFSHORE_01,2.43,60.33,119.11,0
2026-04-25 17:00:00,COMP_OFFSHORE_01,2.71,61.24,122.86,0
2026-04-25 18:00:00,COMP_OFFSHORE_01,2.64,60.71,121.89,0
2026-04-25 19:00:00,COMP_OFFSHORE_01,2.48,60.06,119.71,0
2026-04-25 20:00:00,COMP_OFFSHORE_01,2.25,59.4,116.61,0
2026-04-25 21:00:00,COMP_OFFSHORE_01,2.05,59.19,113.94,0
2026-04-25 22:00:00,COMP_OFFSHORE_01,2.37,61.83,118.21,0
2026-04-25 23:00:00,COMP_OFFSHORE_01,2.76,64.99,123.43,0
2026-04-26 00:00:00,COMP_OFFSHORE_01,2.56,65.32,120.86,0
2026-04-26 01:00:00,COMP_OFFSHORE_01,2.13,64.43,115.02,0
2026-04-26 02:00:00,COMP_OFFSHORE_01,2.55,67.76,120.69,0
2026-04-26 03:00:00,COMP_OFFSHORE_01,2.62,69.11,121.54,0
2026-04-26 04:00:00,COMP_OFFSHORE_01,2.23,68.0,116.46,0
2026-04-26 05:00:00,COMP_OFFSHORE_01,2.55,70.06,120.61,0
2026-04-26 06:00:00,COMP_OFFSHORE_01,2.52,70.09,120.23,0
2026-04-26 07:00:00,COMP_OFFSHORE_01,2.16,68.12,115.43,0
2026-04-26 08:00:00,COMP_OFFSHORE_01,2.61,69.87,121.43,0
2026-04-26 09:00:00,COMP_OFFSHORE_01,2.67,69.38,122.24,0
2026-04-26 10:00:00,COMP_OFFSHORE_01,2.82,69.12,124.33,0
2026-04-26 11:00:00,COMP_OFFSHORE_01,2.82,67.87,124.22,0
2026-04-26 12:00:00,COMP_OFFSHORE_01,2.09,62.93,114.49,0
2026-04-26 13:00:00,COMP_OFFSHORE_01,2.22,62.3,116.25,0
2026-04-26 14:00:00,COMP_OFFSHORE_01,2.65,63.27,122.06,0
2026-04-26 15:00:00,COMP_OFFSHORE_01,2.65,62.24,122.06,0
2026-04-26 16:00:00,COMP_OFFSHORE_01,2.65,61.44,122.06,0
2026-04-26 17:00:00,COMP_OFFSHORE_01,3.66,65.95,135.41,0
2026-04-26 18:00:00,COMP_OFFSHORE_01,2.67,60.86,122.28,0
2026-04-26 19:00:00,COMP_OFFSHORE_01,2.84,61.87,124.54,0
2026-04-26 20:00:00,COMP_OFFSHORE_01,2.79,62.1,123.82,0
2026-04-26 21:00:00,COMP_OFFSHORE_01,2.7,62.44,122.61,0
2026-04-26 22:00:00,COMP_OFFSHORE_01,2.41,62.03,118.74,0
2026-04-26 23:00:00,COMP_OFFSHORE_01,2.73,64.84,123.04,0
2026-04-27 00:00:00,COMP_OFFSHORE_01,2.27,63.84,116.91,0
2026-04-27 01:00:00,COMP_OFFSHORE_01,2.43,65.94,119.05,0
2026-04-27 02:00:00,COMP_OFFSHORE_01,2.35,66.77,118.06,0
2026-04-27 03:00:00,COMP_OFFSHORE_01,2.52,68.66,120.33,0
2026-04-27 04:00:00,COMP_OFFSHORE_01,3.19,72.8,129.26,0
2026-04-27 05:00:00,COMP_OFFSHORE_01,1.94,67.03,112.53,0
2026-04-27 06:00:00,COMP_OFFSHORE_01,2.71,71.03,122.75,0
2026-04-27 07:00:00,COMP_OFFSHORE_01,2.02,67.41,113.55,0
2026-04-27 08:00:00,COMP_OFFSHORE_01,2.36,68.62,118.11,0
2026-04-27 09:00:00,COMP_OFFSHORE_01,2.83,70.17,124.36,0
2026-04-27 10:00:00,COMP_OFFSHORE_01,2.52,67.6,120.26,0
2026-04-27 11:00:00,COMP_OFFSHORE_01,2.18,64.68,115.69,0
2026-04-27 12:00:00,COMP_OFFSHORE_01,2.29,63.93,117.14,0
2026-04-27 13:00:00,COMP_OFFSHORE_01,2.7,64.73,122.72,0
2026-04-27 14:00:00,COMP_OFFSHORE_01,2.28,61.4,117.08,0
2026-04-27 15:00:00,COMP_OFFSHORE_01,2.56,61.79,120.87,0
2026-04-27 16:00:00,COMP_OFFSHORE_01,2.51,60.74,120.18,0
2026-04-27 17:00:00,COMP_OFFSHORE_01,2.3,59.19,117.39,0
2026-04-27 18:00:00,COMP_OFFSHORE_01,3.14,63.22,128.58,0
2026-04-27 19:00:00,COMP_OFFSHORE_01,2.69,61.12,122.54,0
2026-04-27 20:00:00,COMP_OFFSHORE_01,1.89,57.63,111.9,0
2026-04-27 21:00:00,COMP_OFFSHORE_01,2.56,61.74,120.75,0
2026-04-27 22:00:00,COMP_OFFSHORE_01,2.3,61.51,117.35,0
2026-04-27 23:00:00,COMP_OFFSHORE_01,2.76,64.98,123.41,0
2026-04-28 00:00:00,COMP_OFFSHORE_01,2.26,63.81,116.83,0
2026-04-28 01:00:00,COMP_OFFSHORE_01,2.47,66.12,119.54,0
2026-04-28 02:00:00,COMP_OFFSHORE_01,2.65,68.26,122.02,0
2026-04-28 03:00:00,COMP_OFFSHORE_01,2.76,69.83,123.46,0
2026-04-28 04:00:00,COMP_OFFSHORE_01,2.14,67.53,115.2,0
2026-04-28 05:00:00,COMP_OFFSHORE_01,2.4,69.33,118.66,0
2026-04-28 06:00:00,COMP_OFFSHORE_01,2.36,69.29,118.1,0
2026-04-28 07:00:00,COMP_OFFSHORE_01,2.3,68.85,117.39,0
2026-04-28 08:00:00,COMP_OFFSHORE_01,3.03,71.98,127.06,0
2026-04-28 09:00:00,COMP_OFFSHORE_01,2.62,69.14,121.62,0
2026-04-28 10:00:00,COMP_OFFSHORE_01,2.12,65.61,114.96,0
2026-04-28 11:00:00,COMP_OFFSHORE_01,2.78,67.67,123.67,0
2026-04-28 12:00:00,COMP_OFFSHORE_01,3.14,68.18,128.49,0
2026-04-28 13:00:00,COMP_OFFSHORE_01,2.81,65.25,124.13,0
2026-04-28 14:00:00,COMP_OFFSHORE_01,2.04,60.22,113.92,0
2026-04-28 15:00:00,COMP_OFFSHORE_01,2.35,60.74,118.06,0
2026-04-28 16:00:00,COMP_OFFSHORE_01,2.88,62.57,125.07,0
2026-04-28 17:00:00,COMP_OFFSHORE_01,2.29,59.11,117.17,0
2026-04-28 18:00:00,COMP_OFFSHORE_01,2.63,60.67,121.78,0
2026-04-28 19:00:00,COMP_OFFSHORE_01,2.73,61.33,123.1,0
2026-04-28 20:00:00,COMP_OFFSHORE_01,2.22,59.28,116.29,0
2026-04-28 21:00:00,COMP_OFFSHORE_01,2.48,61.38,119.76,0
2026-04-28 22:00:00,COMP_OFFSHORE_01,1.53,57.64,107.03,0
2026-04-28 23:00:00,COMP_OFFSHORE_01,2.19,62.17,115.9,0
2026-04-29 00:00:00,COMP_OFFSHORE_01,2.42,64.62,118.99,0
2026-04-29 01:00:00,COMP_OFFSHORE_01,2.13,64.42,115.01,0
2026-04-29 02:00:00,COMP_OFFSHORE_01,2.99,69.95,126.53,0
2026-04-29 03:00:00,COMP_OFFSHORE_01,2.07,66.39,114.28,0
2026-04-29 04:00:00,COMP_OFFSHORE_01,2.37,68.67,118.24,0
2026-04-29 05:00:00,COMP_OFFSHORE_01,2.54,70.03,120.52,0
2026-04-29 06:00:00,COMP_OFFSHORE_01,2.93,72.16,125.77,0
2026-04-29 07:00:00,COMP_OFFSHORE_01,2.07,67.68,114.26,0
2026-04-29 08:00:00,COMP_OFFSHORE_01,2.85,71.07,124.65,0
2026-04-29 09:00:00,COMP_OFFSHORE_01,2.5,68.55,120.04,0
2026-04-29 10:00:00,COMP_OFFSHORE_01,2.21,66.03,116.07,0
2026-04-29 11:00:00,COMP_OFFSHORE_01,2.64,66.99,121.85,0
2026-04-29 12:00:00,COMP_OFFSHORE_01,2.56,65.3,120.8,0
2026-04-29 13:00:00,COMP_OFFSHORE_01,2.32,62.81,117.6,0
2026-04-29 14:00:00,COMP_OFFSHORE_01,2.52,62.6,120.28,0
2026-04-29 15:00:00,COMP_OFFSHORE_01,2.38,60.89,118.46,0
2026-04-29 16:00:00,COMP_OFFSHORE_01,2.53,60.84,120.45,0
2026-04-29 17:00:00,COMP_OFFSHORE_01,2.7,61.16,122.65,0
2026-04-29 18:00:00,COMP_OFFSHORE_01,2.98,62.38,126.34,0
2026-04-29 19:00:00,COMP_OFFSHORE_01,2.13,58.31,115.05,0
2026-04-29 20:00:00,COMP_OFFSHORE_01,3.14,63.87,128.53,0
2026-04-29 21:00:00,COMP_OFFSHORE_01,1.91,58.54,112.19,0
2026-04-29 22:00:00,COMP_OFFSHORE_01,2.45,62.27,119.39,0
2026-04-29 23:00:00,COMP_OFFSHORE_01,2.68,64.59,122.35,0
2026-04-30 00:00:00,COMP_OFFSHORE_01,2.58,65.42,121.12,0
2026-04-30 01:00:00,COMP_OFFSHORE_01,2.31,65.36,117.51,0
2026-04-30 02:00:00,COMP_OFFSHORE_01,2.44,67.19,119.17,0
2026-04-30 03:00:00,COMP_OFFSHORE_01,2.35,67.8,118.03,0
2026-04-30 04:00:00,COMP_OFFSHORE_01,2.32,68.45,117.64,0
2026-04-30 05:00:00,COMP_OFFSHORE_01,2.75,71.1,123.4,0
2026-04-30 06:00:00,COMP_OFFSHORE_01,2.61,70.54,121.43,0
2026-04-30 07:00:00,COMP_OFFSHORE_01,2.29,68.79,117.23,0
2026-04-30 08:00:00,COMP_OFFSHORE_01,2.77,70.68,123.6,0
2026-04-30 09:00:00,COMP_OFFSHORE_01,2.59,69.0,121.23,0
2026-04-30 10:00:00,COMP_OFFSHORE_01,2.74,68.72,123.25,0
2026-04-30 11:00:00,COMP_OFFSHORE_01,2.69,67.24,122.52,0
2026-04-30 12:00:00,COMP_OFFSHORE_01,2.25,63.76,116.68,0
2026-04-30 13:00:00,COMP_OFFSHORE_01,2.33,62.87,117.76,0
2026-04-30 14:00:00,COMP_OFFSHORE_01,2.72,63.62,122.99,0
2026-04-30 15:00:00,COMP_OFFSHORE_01,2.68,62.38,122.44,0
2026-04-30 16:00:00,COMP_OFFSHORE_01,2.49,60.64,119.92,0
2026-04-30 17:00:00,COMP_OFFSHORE_01,2.54,60.35,120.47,0
2026-04-30 18:00:00,COMP_OFFSHORE_01,2.88,61.92,125.11,0
2026-04-30 19:00:00,COMP_OFFSHORE_01,2.32,59.28,117.63,0
2026-04-30 20:00:00,COMP_OFFSHORE_01,2.66,61.49,122.19,0
2026-04-30 21:00:00,COMP_OFFSHORE_01,2.44,61.16,119.19,0
2026-04-30 22:00:00,COMP_OFFSHORE_01,2.43,62.17,119.13,0
2026-04-30 23:00:00,COMP_OFFSHORE_01,2.83,65.35,124.4,0
2026-05-01 00:00:00,COMP_OFFSHORE_01,2.75,66.24,123.3,0
2026-05-01 01:00:00,COMP_OFFSHORE_01,2.74,67.51,123.25,0
2026-05-01 02:00:00,COMP_OFFSHORE_01,2.89,69.46,125.22,0
2026-05-01 03:00:00,COMP_OFFSHORE_01,2.51,68.57,120.08,0
2026-05-01 04:00:00,COMP_OFFSHORE_01,2.7,70.35,122.73,0
2026-05-01 05:00:00,COMP_OFFSHORE_01,2.41,69.36,118.76,0
2026-05-01 06:00:00,COMP_OFFSHORE_01,2.6,70.49,121.3,0
2026-05-01 07:00:00,COMP_OFFSHORE_01,2.46,69.63,119.48,0
2026-05-01 08:00:00,COMP_OFFSHORE_01,2.53,69.48,120.39,0
2026-05-01 09:00:00,COMP_OFFSHORE_01,2.68,69.43,122.38,0
2026-05-01 10:00:00,COMP_OFFSHORE_01,2.25,66.27,116.73,0
2026-05-01 11:00:00,COMP_OFFSHORE_01,3.13,69.43,128.37,0
2026-05-01 12:00:00,COMP_OFFSHORE_01,2.2,63.49,115.98,0
2026-05-01 13:00:00,COMP_OFFSHORE_01,2.14,61.88,115.14,0
2026-05-01 14:00:00,COMP_OFFSHORE_01,2.85,64.24,124.63,0
2026-05-01 15:00:00,COMP_OFFSHORE_01,2.74,62.65,123.17,0
2026-05-01 16:00:00,COMP_OFFSHORE_01,2.69,61.61,122.5,0
2026-05-01 17:00:00,COMP_OFFSHORE_01,2.69,61.11,122.51,0
2026-05-01 18:00:00,COMP_OFFSHORE_01,2.5,59.98,119.95,0
2026-05-01 19:00:00,COMP_OFFSHORE_01,2.23,58.82,116.41,0
2026-05-01 20:00:00,COMP_OFFSHORE_01,2.52,60.78,120.3,0
2026-05-01 21:00:00,COMP_OFFSHORE_01,2.3,60.45,117.29,0
2026-05-01 22:00:00,COMP_OFFSHORE_01,2.79,63.96,123.9,0
2026-05-01 23:00:00,COMP_OFFSHORE_01,2.46,63.49,119.41,0
2026-05-02 00:00:00,COMP_OFFSHORE_01,2.25,63.76,116.7,0
2026-05-02 01:00:00,COMP_OFFSHORE_01,2.4,65.81,118.71,0
2026-05-02 02:00:00,COMP_OFFSHORE_01,2.62,68.12,121.65,0
